trip_id,date,driver_id,origin,dest,o_lat,o_lon,d_lat,d_lon,distance_km,load_ton,traffic_index,elevation_gain_m,avg_speed_kmh,duration_h,fuel_liters
T189,2025-01-04,D031,Chiclayo,Cusco,-6.70134,-79.81755,-13.59548,-71.90905,1155.83,11.6,0.35,323,47.9,28.62,348.4
T190,2025-01-04,D011,Arequipa,Ica,-16.50243,-71.51571,-14.09614,-75.64772,517.64,13.9,0.4,379,52.5,12.07,155.1
T191,2025-01-04,D023,Cusco,Puno,-13.47719,-71.97584,-15.74079,-69.93428,334.07,7.1,0.16,474,48.6,7.88,109.6
T192,2025-01-04,D029,Lima,Puno,-12.01991,-77.0597,-15.73257,-70.05816,861.05,18.6,0.36,564,58.0,14.97,219.0
T193,2025-01-04,D030,Trujillo,Ica,-8.10264,-79.04066,-14.07473,-75.75265,754.7,10.4,0.07,270,48.7,16.86,235.0
T194,2025-01-04,D037,Cusco,Trujillo,-13.45379,-71.96133,-8.06937,-79.06985,980.28,1.0,0.42,0,58.6,17.93,250.2
T195,2025-01-04,D012,Ica,Arequipa,-14.11363,-75.74539,-16.43114,-71.54402,519.11,2.6,0.83,86,37.0,15.44,133.2
T196,2025-01-04,D017,Tacna,Lima,-18.05655,-70.19433,-11.99057,-76.94479,989.89,1.0,0.7,544,46.8,24.78,259.8
T197,2025-01-04,D012,Chiclayo,Trujillo,-6.77348,-79.8647,-8.14775,-79.03361,178.18,15.6,0.39,0,56.5,2.97,85.9
T198,2025-01-05,D032,Lima,Tacna,-12.05316,-77.00813,-18.06469,-70.27071,984.67,15.3,0.72,484,40.6,30.07,281.1
T199,2025-01-05,D021,Lima,Trujillo,-12.07597,-77.08212,-8.02627,-79.02651,498.07,8.1,0.05,48,76.3,7.72,136.6
T200,2025-01-05,D038,Arequipa,Tacna,-16.42773,-71.47535,-17.94739,-70.3899,204.57,7.6,0.86,563,28.2,8.19,94.0
T201,2025-01-05,D024,Cusco,Lima,-13.46415,-72.00299,-12.03019,-77.11073,576.42,21.9,0.67,0,56.2,11.67,151.4
T202,2025-01-05,D031,Tacna,Cusco,-18.05169,-70.21921,-13.51981,-71.92022,535.76,10.3,0.53,0,61.6,10.49,170.8
T203,2025-01-05,D025,Lima,Arequipa,-12.07374,-77.02425,-16.49661,-71.56499,766.62,6.0,0.81,779,48.3,20.2,260.2
T204,2025-01-05,D020,Ica,Arequipa,-14.01616,-75.69811,-16.48103,-71.50593,526.63,10.6,0.5,0,56.7,9.36,145.0
T205,2025-01-05,D030,Lima,Trujillo,-12.06216,-77.0436,-7.98671,-79.03802,503.02,8.3,0.54,419,51.6,11.87,158.7
T206,2025-01-05,D014,Puno,Arequipa,-15.7526,-70.10111,-16.42206,-71.53559,170.38,1.0,0.52,0,56.7,3.45,41.6
T207,2025-01-05,D025,Ica,Arequipa,-14.06839,-75.74113,-16.45427,-71.476,528.85,11.3,0.71,464,32.0,19.72,191.4
T208,2025-01-05,D028,Lima,Tacna,-12.03845,-77.16317,-18.07281,-70.31133,995.43,21.2,0.29,234,53.8,20.49,263.6
T209,2025-01-05,D033,Cusco,Ica,-13.52883,-71.92286,-14.07269,-75.72836,415.36,17.7,0.48,507,44.6,8.68,123.7
T210,2025-01-05,D009,Ica,Puno,-14.10079,-75.71312,-15.82958,-70.10299,632.53,5.7,0.37,142,54.6,13.57,176.4
T211,2025-01-05,D037,Cusco,Lima,-13.47997,-71.93984,-12.04145,-77.02087,573.75,25.3,0.75,251,24.7,23.73,196.8
T212,2025-01-05,D036,Tacna,Ica,-18.02729,-70.28864,-14.04621,-75.68642,727.0,9.1,0.27,587,47.9,16.98,220.8
T213,2025-01-05,D036,Chiclayo,Trujillo,-6.80418,-79.8245,-8.09797,-79.06469,166.48,24.9,0.67,580,52.2,2.98,101.5
T214,2025-01-05,D025,Ica,Cusco,-14.06631,-75.77637,-13.50422,-71.88301,425.07,9.9,0.3,217,53.9,9.89,118.1
T215,2025-01-05,D029,Puno,Trujillo,-15.8634,-70.03559,-8.13606,-78.95501,1295.27,5.1,0.24,466,41.2,39.36,316.3
T216,2025-01-05,D024,Lima,Chiclayo,-12.04815,-77.06501,-6.77375,-79.76614,657.04,1.0,0.53,516,43.2,15.98,176.6
T217,2025-01-05,D001,Puno,Chiclayo,-15.80815,-70.05441,-6.79802,-79.78708,1458.52,16.5,0.72,229,37.3,48.77,390.8
T218,2025-01-05,D020,Cusco,Puno,-13.48129,-71.98918,-15.794,-70.0623,330.3,7.9,0.21,592,39.4,9.0,102.9
T219,2025-01-05,D001,Chiclayo,Lima,-6.77273,-79.88446,-12.05303,-76.99851,667.0,4.7,0.63,184,32.1,25.55,211.9
T220,2025-01-05,D037,Puno,Cusco,-15.9089,-70.05429,-13.52076,-71.96047,335.46,14.1,0.15,105,58.6,5.17,115.3
T221,2025-01-05,D003,Puno,Tacna,-15.78097,-70.05725,-18.02579,-70.21331,250.16,6.7,0.22,0,63.3,3.92,90.1
T222,2025-01-05,D018,Chiclayo,Arequipa,-6.7933,-79.87705,-16.33737,-71.45775,1401.86,6.2,0.96,0,51.5,25.4,435.4
T223,2025-01-05,D030,Trujillo,Cusco,-8.15281,-79.03195,-13.58241,-71.98258,978.05,5.9,0.51,0,49.4,20.59,231.1
T224,2025-01-05,D011,Arequipa,Trujillo,-16.42411,-71.52403,-8.11281,-79.07107,1234.97,8.8,0.75,690,49.9,25.42,341.3
T225,2025-01-05,D029,Arequipa,Cusco,-16.41251,-71.48924,-13.52836,-71.96901,324.82,16.9,0.47,270,34.1,11.13,130.0
T226,2025-01-05,D002,Trujillo,Puno,-8.0339,-79.01727,-15.70048,-70.07575,1292.97,19.0,0.51,113,59.6,24.86,251.7
T227,2025-01-05,D019,Arequipa,Trujillo,-16.45592,-71.45465,-8.08638,-78.99649,1239.44,14.8,0.22,64,62.4,23.66,338.3
T228,2025-01-05,D037,Cusco,Puno,-13.6248,-71.94834,-15.83981,-70.0346,320.95,1.0,0.35,502,69.7,4.97,76.1
T229,2025-01-05,D028,Tacna,Puno,-17.99478,-70.22142,-15.79336,-69.95931,246.37,33.3,0.09,502,44.1,5.95,99.4
T230,2025-01-05,D026,Tacna,Ica,-17.99673,-70.24565,-14.05493,-75.76325,734.61,13.2,0.1,69,55.6,16.58,218.3
T231,2025-01-05,D004,Trujillo,Lima,-8.15776,-79.02441,-11.98673,-77.02554,478.69,16.2,0.57,7,42.0,10.54,192.4
T232,2025-01-05,D016,Arequipa,Tacna,-16.39963,-71.53771,-18.05843,-70.33108,224.59,20.3,0.66,715,47.7,4.35,107.4
T233,2025-01-05,D035,Lima,Tacna,-12.04121,-77.04864,-18.04391,-70.24153,989.55,13.6,0.27,550,31.6,34.52,241.4
T234,2025-01-05,D023,Ica,Lima,-14.03812,-75.66273,-11.9614,-77.04593,275.28,23.0,0.3,0,74.7,3.84,101.3
T235,2025-01-05,D038,Tacna,Cusco,-18.06004,-70.27969,-13.52764,-71.94094,534.39,11.9,0.63,648,31.9,17.84,158.9
T236,2025-01-05,D029,Trujillo,Ica,-8.11666,-79.0108,-14.03737,-75.69536,751.13,16.8,0.72,30,50.0,18.22,241.7
T237,2025-01-05,D023,Arequipa,Trujillo,-16.48949,-71.53917,-8.10284,-79.07289,1240.23,26.6,0.45,180,67.2,19.25,294.4
T238,2025-01-05,D011,Trujillo,Ica,-8.15005,-79.10865,-14.03592,-75.80565,747.07,1.0,0.73,747,45.7,18.68,221.3
T239,2025-01-05,D018,Chiclayo,Puno,-6.73923,-79.86215,-15.78378,-70.02854,1469.25,14.1,0.15,269,53.9,24.99,432.0
T240,2025-01-05,D020,Arequipa,Tacna,-16.38336,-71.56511,-18.05514,-70.2889,230.06,24.4,0.71,223,63.0,4.43,96.5
T241,2025-01-05,D040,Lima,Tacna,-11.97813,-76.95705,-17.9519,-70.32088,974.08,7.8,0.74,832,39.2,23.9,294.6
T242,2025-01-05,D023,Ica,Cusco,-14.0064,-75.71527,-13.51185,-71.9561,409.71,6.3,0.36,115,56.5,7.88,135.3
T243,2025-01-05,D037,Cusco,Ica,-13.59011,-71.92366,-14.11457,-75.67353,409.01,18.9,0.28,486,59.9,6.85,140.6
T244,2025-01-05,D038,Chiclayo,Trujillo,-6.71289,-79.9111,-8.12733,-79.09964,180.95,6.0,0.95,587,36.7,5.55,82.4
T245,2025-01-05,D006,Trujillo,Tacna,-8.06514,-79.03971,-18.01619,-70.1974,1462.56,18.5,0.17,0,66.6,27.54,415.6
T246,2025-01-05,D033,Arequipa,Chiclayo,-16.35971,-71.62889,-6.80859,-79.88441,1390.84,1.2,0.05,862,45.2,33.94,280.7
T247,2025-01-05,D018,Tacna,Lima,-18.02101,-70.29762,-12.09173,-76.98541,974.57,1.0,0.05,0,71.7,15.29,205.6
T248,2025-01-05,D003,Chiclayo,Puno,-6.6663,-79.91469,-15.77558,-70.06477,1475.58,5.3,0.64,0,65.2,20.59,428.7
T249,2025-01-06,D026,Arequipa,Cusco,-16.41254,-71.53197,-13.57828,-71.96008,318.49,4.0,0.1,108,66.7,4.48,82.7
T250,2025-01-06,D040,Cusco,Tacna,-13.50176,-71.93312,-18.01431,-70.22976,533.84,4.2,0.6,420,40.5,13.68,120.5
T251,2025-01-06,D006,Lima,Cusco,-12.00977,-77.00401,-13.60714,-72.02089,568.73,11.9,0.47,64,53.6,12.72,191.5
T252,2025-01-06,D031,Arequipa,Cusco,-16.45865,-71.50988,-13.61694,-71.98684,320.11,23.2,0.05,361,59.7,5.68,123.4
T253,2025-01-06,D010,Tacna,Cusco,-18.10568,-70.14985,-13.44892,-71.92154,551.4,7.1,0.72,463,40.1,14.12,178.0
T254,2025-01-06,D023,Ica,Arequipa,-14.09023,-75.72472,-16.40992,-71.55361,516.45,17.5,0.05,279,46.2,11.52,180.3
T255,2025-01-06,D004,Puno,Ica,-15.79048,-69.95216,-14.07068,-75.66618,642.97,1.0,0.51,560,45.5,14.58,160.3
T256,2025-01-06,D031,Ica,Chiclayo,-14.02044,-75.82236,-6.78155,-79.83694,916.73,9.6,0.75,0,45.5,19.24,228.4
T257,2025-01-06,D025,Cusco,Tacna,-13.50288,-71.93768,-18.0365,-70.20928,536.95,11.7,0.77,367,41.5,15.35,165.5
T258,2025-01-06,D007,Ica,Puno,-14.00148,-75.69152,-15.89811,-69.9945,647.31,27.7,0.18,247,56.0,11.59,190.8
T259,2025-01-06,D012,Trujillo,Tacna,-8.10905,-79.03357,-17.97469,-70.2321,1452.5,16.6,0.37,343,59.2,22.25,395.6
T260,2025-01-06,D020,Chiclayo,Ica,-6.69324,-79.78039,-14.10363,-75.75595,934.03,14.0,0.8,207,38.4,22.04,270.4
T261,2025-01-06,D016,Tacna,Ica,-17.92866,-70.38254,-14.07098,-75.72729,714.28,6.3,0.64,486,64.5,11.13,204.1
T262,2025-01-06,D024,Tacna,Ica,-17.96823,-70.27505,-14.06299,-75.74355,728.0,13.0,0.36,319,48.5,14.54,244.4
T263,2025-01-06,D033,Puno,Chiclayo,-15.8362,-69.96207,-6.75786,-79.87826,1478.28,21.7,0.88,434,55.6,34.53,395.8
T264,2025-01-06,D009,Tacna,Ica,-17.94797,-70.33675,-14.11685,-75.71256,715.1,15.7,0.28,631,54.1,12.43,168.7
T265,2025-01-06,D026,Arequipa,Lima,-16.40148,-71.55194,-11.99024,-77.08825,772.37,14.7,0.51,41,49.0,16.27,200.9
T266,2025-01-06,D010,Cusco,Arequipa,-13.42988,-71.92882,-16.46599,-71.53377,340.26,1.0,0.45,323,47.4,8.41,103.3
T267,2025-01-06,D011,Chiclayo,Lima,-6.73631,-79.82053,-11.98828,-77.06068,657.77,7.3,0.92,409,38.3,16.69,191.6
T268,2025-01-06,D005,Cusco,Puno,-13.5322,-71.98723,-15.75399,-69.97439,328.51,2.0,0.73,448,59.3,6.93,94.4
T269,2025-01-06,D030,Puno,Trujillo,-15.83397,-70.07018,-8.11445,-79.11364,1304.89,13.4,0.48,597,40.8,32.1,306.6
T270,2025-01-06,D025,Trujillo,Ica,-8.13482,-78.96905,-14.01336,-75.81355,738.74,6.3,0.57,327,58.4,13.98,243.6
T271,2025-01-06,D014,Chiclayo,Cusco,-6.75205,-79.87293,-13.52853,-71.99948,1144.34,13.7,0.3,431,44.7,24.99,366.1
T272,2025-01-06,D010,Chiclayo,Puno,-6.80816,-79.81867,-15.89395,-70.0426,1467.59,14.9,0.25,0,47.8,30.53,438.7
T273,2025-01-06,D005,Lima,Trujillo,-12.02713,-77.06034,-8.16155,-79.00625,479.71,8.4,0.94,836,62.6,7.38,142.7
T274,2025-01-06,D002,Chiclayo,Lima,-6.79676,-79.80298,-11.9826,-77.06241,650.26,9.7,0.46,373,45.9,13.75,169.2
T275,2025-01-06,D032,Trujillo,Ica,-8.13202,-79.09749,-14.05354,-75.74055,753.38,19.5,0.7,530,48.5,14.32,199.9
T276,2025-01-06,D011,Cusco,Chiclayo,-13.4993,-71.93747,-6.86347,-79.85134,1137.4,1.0,0.51,182,65.5,21.71,301.7
T277,2025-01-06,D016,Lima,Puno,-12.1024,-77.02462,-15.85905,-70.00593,864.72,15.7,0.08,242,59.2,18.61,204.2
T278,2025-01-06,D018,Tacna,Chiclayo,-18.04337,-70.23336,-6.7734,-79.85037,1630.03,14.9,0.05,68,64.4,28.71,355.8
T279,2025-01-06,D017,Trujillo,Tacna,-8.10944,-78.92246,-17.99421,-70.22989,1446.4,11.5,0.32,356,39.2,34.0,399.9
T280,2025-01-06,D008,Tacna,Cusco,-18.01691,-70.14059,-13.50639,-71.91171,536.14,14.4,1.0,0,35.2,19.02,171.2
T281,2025-01-06,D014,Trujillo,Puno,-8.07791,-79.1219,-15.70716,-70.10214,1296.6,9.5,0.67,80,74.5,17.58,401.1
T282,2025-01-06,D015,Puno,Cusco,-15.81019,-69.92253,-13.51208,-71.95,335.95,17.6,0.74,72,54.1,6.94,138.0
T283,2025-01-06,D034,Arequipa,Chiclayo,-16.44657,-71.48966,-6.77452,-79.79592,1404.61,9.6,0.83,434,80.2,19.05,375.3
T284,2025-01-06,D024,Tacna,Cusco,-18.07167,-70.19836,-13.44946,-71.98483,548.35,9.9,0.51,320,57.9,9.21,146.2
T285,2025-01-06,D003,Tacna,Arequipa,-17.99474,-70.24617,-16.37497,-71.61316,231.36,20.7,0.71,0,35.8,8.2,112.7
T286,2025-01-06,D002,Ica,Puno,-14.12048,-75.67789,-15.86011,-70.0079,638.96,5.7,0.61,458,53.6,13.12,180.8
T287,2025-01-06,D024,Chiclayo,Tacna,-6.76295,-79.84901,-18.00722,-70.24508,1626.99,8.4,0.4,284,48.8,39.71,417.1
T288,2025-01-06,D020,Ica,Arequipa,-14.07614,-75.75291,-16.44384,-71.64186,513.58,17.2,0.92,180,33.6,14.97,193.8
T289,2025-01-06,D006,Puno,Trujillo,-15.90546,-70.0615,-8.1254,-79.03043,1303.13,6.4,1.0,246,46.6,35.53,321.1
T290,2025-01-06,D040,Chiclayo,Puno,-6.65782,-79.94982,-15.76935,-70.01262,1482.69,1.0,0.56,853,47.4,38.05,376.7
T291,2025-01-06,D029,Trujillo,Ica,-8.04614,-78.99873,-14.03705,-75.79312,752.35,12.8,0.15,307,49.0,16.85,192.1
T292,2025-01-06,D017,Lima,Trujillo,-12.08135,-77.06619,-8.1234,-79.08384,492.4,1.5,0.05,247,54.6,11.15,148.4
T293,2025-01-06,D023,Arequipa,Trujillo,-16.39222,-71.5567,-8.02726,-79.01355,1233.11,5.1,0.74,619,64.7,19.88,300.7
T294,2025-01-06,D002,Puno,Cusco,-15.84106,-70.02942,-13.55884,-71.9417,326.64,18.1,0.7,207,45.2,6.94,123.4
T295,2025-01-06,D007,Tacna,Trujillo,-18.00068,-70.33563,-8.16495,-78.96583,1437.8,15.6,0.71,363,26.3,61.56,354.2
T296,2025-01-06,D010,Ica,Lima,-14.17911,-75.69332,-12.14146,-77.06069,270.65,19.5,0.48,0,56.9,5.43,104.2
T297,2025-01-06,D040,Arequipa,Puno,-16.38007,-71.50687,-15.86643,-69.97437,173.38,8.3,0.74,0,31.9,5.54,62.3
T298,2025-01-06,D030,Lima,Chiclayo,-11.98525,-77.04169,-6.80522,-79.91024,656.3,16.9,0.47,582,56.1,10.96,226.4
T299,2025-01-06,D019,Chiclayo,Tacna,-6.68623,-79.8265,-17.98168,-70.28884,1626.92,17.9,0.57,55,34.5,47.48,498.8
T300,2025-01-06,D034,Ica,Puno,-14.0539,-75.63948,-15.87298,-70.07235,631.28,11.5,0.14,145,69.9,9.96,165.5
T301,2025-01-06,D021,Cusco,Trujillo,-13.53635,-71.96917,-8.09505,-78.97311,975.06,10.1,0.5,321,45.4,24.94,245.2
T302,2025-01-06,D010,Ica,Arequipa,-14.02502,-75.6732,-16.41633,-71.50778,520.01,11.7,0.41,258,36.8,18.1,161.9
T303,2025-01-06,D037,Tacna,Cusco,-18.05135,-70.22292,-13.58281,-71.97118,530.9,4.7,0.16,140,78.1,7.4,152.4
T304,2025-01-06,D011,Chiclayo,Ica,-6.8287,-79.88145,-14.0537,-75.70227,924.11,16.1,0.26,71,48.3,21.92,228.6
T305,2025-01-06,D009,Tacna,Ica,-18.09793,-70.27764,-14.04416,-75.72749,736.26,8.2,0.86,319,53.5,13.73,204.5
T306,2025-01-06,D022,Chiclayo,Tacna,-6.71924,-79.87326,-17.99635,-70.22252,1633.11,6.6,0.47,257,44.3,40.23,394.8
T307,2025-01-06,D036,Tacna,Ica,-17.99656,-70.2148,-14.08026,-75.74926,734.34,1.1,0.05,803,72.6,11.9,168.8
T308,2025-01-06,D038,Lima,Trujillo,-12.05958,-77.04842,-8.11072,-78.99778,488.19,17.5,0.84,183,42.7,12.22,164.1
T309,2025-01-06,D026,Chiclayo,Trujillo,-6.76453,-79.86057,-8.10189,-79.09867,170.79,7.0,0.77,77,53.9,2.92,72.4
T310,2025-01-06,D001,Tacna,Cusco,-17.98011,-70.22386,-13.67194,-71.88727,511.01,12.3,0.54,69,46.8,11.84,174.8
T311,2025-01-06,D006,Arequipa,Tacna,-16.34682,-71.52231,-17.9633,-70.25486,224.59,13.5,0.83,553,34.1,8.32,89.9
T312,2025-01-06,D033,Trujillo,Ica,-8.08906,-79.00163,-14.13264,-75.68715,763.06,15.1,0.81,316,40.9,16.89,212.9
T313,2025-01-06,D032,Puno,Tacna,-15.83605,-70.00201,-17.92868,-70.33331,235.34,8.0,0.47,196,54.3,5.03,72.4
T314,2025-01-06,D005,Cusco,Arequipa,-13.52426,-71.93018,-16.46406,-71.56368,329.25,20.6,0.7,419,57.1,7.38,173.6
T315,2025-01-07,D028,Chiclayo,Lima,-6.738,-79.89473,-11.97628,-77.06688,659.89,3.1,0.53,399,50.9,16.7,201.8
T316,2025-01-07,D027,Tacna,Trujillo,-18.00489,-70.31012,-8.19976,-79.05602,1443.34,5.2,0.64,142,65.4,27.46,371.8
T317,2025-01-07,D027,Lima,Chiclayo,-12.08352,-76.98023,-6.76374,-79.82177,668.58,6.3,0.52,619,52.5,15.89,211.4
T318,2025-01-07,D030,Tacna,Lima,-18.03353,-70.21617,-12.00485,-77.031,992.17,1.0,0.62,243,54.2,22.73,327.2
T319,2025-01-07,D034,Puno,Chiclayo,-15.91555,-70.05416,-6.73224,-79.77721,1470.97,10.6,0.41,399,49.5,38.14,396.3
T320,2025-01-07,D007,Arequipa,Trujillo,-16.48701,-71.55063,-8.12974,-78.98466,1230.64,19.9,0.5,281,31.8,44.13,309.7
T321,2025-01-07,D003,Chiclayo,Lima,-6.71827,-79.88245,-12.06477,-77.01404,672.59,15.5,0.32,77,53.0,16.42,181.5
T322,2025-01-07,D008,Chiclayo,Ica,-6.77795,-79.81422,-14.0171,-75.76349,918.66,14.4,0.77,274,31.4,28.32,214.2
T323,2025-01-07,D008,Chiclayo,Tacna,-6.80779,-79.83082,-17.97721,-70.2983,1615.64,17.5,0.57,416,40.4,45.5,458.2
T324,2025-01-07,D037,Lima,Puno,-12.01007,-77.07079,-15.83785,-69.93459,879.8,18.9,0.52,519,51.3,21.35,235.0
T325,2025-01-07,D035,Chiclayo,Puno,-6.8131,-79.78842,-15.8318,-69.98755,1464.52,14.8,0.75,224,35.8,52.7,405.4
T326,2025-01-07,D013,Cusco,Chiclayo,-13.58725,-71.95342,-6.79542,-79.79551,1142.78,23.1,0.44,636,47.7,23.22,304.0
T327,2025-01-07,D020,Trujillo,Puno,-8.07956,-78.99131,-15.77771,-70.05597,1294.62,18.6,0.79,87,45.3,32.48,353.1
T328,2025-01-07,D037,Cusco,Puno,-13.58156,-72.02547,-15.90509,-70.06598,333.38,15.2,0.05,532,61.6,5.47,78.9
T329,2025-01-07,D024,Chiclayo,Ica,-6.78333,-79.92342,-14.04793,-75.83614,923.05,21.7,0.29,0,64.8,17.84,237.8
T330,2025-01-07,D028,Tacna,Arequipa,-17.99037,-70.1473,-16.41321,-71.52341,228.3,4.2,0.05,97,64.2,3.33,70.6
T331,2025-01-07,D021,Trujillo,Puno,-8.10138,-78.99519,-15.89053,-69.97006,1308.43,13.6,0.52,462,54.0,23.77,359.3
T332,2025-01-07,D035,Lima,Chiclayo,-12.10531,-77.0252,-6.7792,-79.84892,668.28,1.4,0.26,301,61.4,12.67,181.4
T333,2025-01-07,D029,Lima,Ica,-12.08648,-77.01236,-14.08018,-75.73469,261.33,14.7,0.54,0,44.4,6.83,108.8
T334,2025-01-07,D024,Tacna,Trujillo,-18.04093,-70.2624,-8.12602,-79.15599,1463.06,12.8,0.35,446,55.7,25.54,355.2
T335,2025-01-07,D015,Arequipa,Trujillo,-16.46504,-71.47837,-8.1765,-79.03395,1233.59,19.1,0.31,528,38.8,31.53,320.4
T336,2025-01-07,D012,Trujillo,Cusco,-8.08282,-79.03281,-13.56576,-72.01745,978.89,27.3,0.27,189,51.6,19.91,292.6
T337,2025-01-07,D025,Lima,Arequipa,-12.14321,-77.08908,-16.40693,-71.52181,764.52,16.5,0.49,146,62.1,12.09,263.4
T338,2025-01-07,D011,Ica,Tacna,-14.21324,-75.76559,-18.01895,-70.24852,725.43,11.7,0.49,255,66.3,12.32,198.8
T339,2025-01-07,D016,Puno,Tacna,-15.88224,-70.02113,-18.01809,-70.30238,239.37,13.5,0.28,380,43.1,6.98,73.5
T340,2025-01-07,D036,Puno,Cusco,-15.80496,-70.04681,-13.50103,-72.00633,331.75,13.9,0.05,348,69.0,5.35,89.9
T341,2025-01-07,D016,Lima,Puno,-12.07532,-77.00293,-15.85338,-70.01228,863.28,8.6,0.44,277,53.8,18.61,259.0
T342,2025-01-07,D006,Puno,Trujillo,-15.88782,-70.09358,-8.08894,-79.04712,1303.35,12.0,0.75,337,39.6,40.65,366.8
T343,2025-01-07,D015,Chiclayo,Lima,-6.67061,-79.80871,-12.02703,-77.08567,666.29,13.6,0.3,0,55.3,13.95,187.4
T344,2025-01-07,D009,Tacna,Ica,-17.9664,-70.21476,-14.06493,-75.77039,735.25,8.8,0.56,621,49.2,17.53,219.5
T345,2025-01-07,D025,Arequipa,Ica,-16.43542,-71.51662,-14.04715,-75.7961,530.35,14.4,0.32,471,50.4,11.74,144.4
T346,2025-01-07,D014,Cusco,Lima,-13.42951,-71.95465,-12.11511,-77.05151,571.7,1.0,0.59,0,44.4,15.35,160.7
T347,2025-01-07,D033,Puno,Trujillo,-15.89927,-70.0082,-8.10748,-79.06351,1311.06,1.2,0.73,300,54.9,24.93,416.2
T348,2025-01-07,D003,Puno,Trujillo,-15.80634,-70.00214,-8.09829,-78.9537,1296.6,12.1,0.48,631,45.0,31.5,365.2
T349,2025-01-07,D040,Chiclayo,Trujillo,-6.8834,-79.83961,-8.07874,-79.03346,159.89,12.4,0.35,444,48.3,3.78,65.3
T350,2025-01-07,D038,Cusco,Ica,-13.39748,-71.9964,-14.09053,-75.69515,406.86,15.1,0.37,287,59.5,7.39,125.9
T351,2025-01-07,D007,Puno,Arequipa,-15.72654,-69.98162,-16.40053,-71.48391,177.16,12.3,0.32,229,61.2,2.92,78.0
T352,2025-01-07,D039,Puno,Arequipa,-15.93001,-70.03903,-16.38341,-71.54335,168.39,15.5,0.9,350,41.1,4.35,83.6
T353,2025-01-07,D036,Lima,Chiclayo,-12.01994,-76.97035,-6.83784,-79.85707,657.44,16.6,0.24,842,53.2,11.44,202.6
T354,2025-01-07,D020,Trujillo,Puno,-8.07748,-78.99418,-15.84332,-69.96974,1306.76,14.7,0.1,558,65.5,18.34,333.7
T355,2025-01-07,D002,Lima,Tacna,-12.02428,-77.08871,-17.91822,-70.30957,979.39,11.0,0.4,251,50.5,19.94,268.7
T356,2025-01-07,D011,Lima,Arequipa,-11.95139,-77.05858,-16.38781,-71.54141,772.61,18.7,0.59,319,26.0,31.61,222.4
T357,2025-01-07,D004,Chiclayo,Puno,-6.78014,-79.77151,-15.79824,-69.99407,1462.71,3.3,0.38,365,40.5,39.99,309.3
T358,2025-01-07,D010,Ica,Puno,-14.08265,-75.63259,-15.73227,-70.03787,628.49,7.5,0.18,364,64.6,9.8,138.7
T359,2025-01-07,D014,Tacna,Arequipa,-17.92308,-70.21826,-16.4373,-71.55963,218.17,17.5,0.57,0,51.5,5.06,99.4
T360,2025-01-08,D035,Lima,Trujillo,-12.03252,-76.99656,-8.10863,-79.05623,491.12,21.0,0.23,141,63.1,7.27,165.7
T361,2025-01-08,D003,Trujillo,Tacna,-8.06913,-79.03619,-18.00046,-70.25678,1456.48,16.2,0.56,679,57.1,31.39,316.1
T362,2025-01-08,D035,Puno,Trujillo,-15.83529,-70.00867,-8.09218,-79.01149,1303.32,1.0,0.82,252,49.7,24.01,284.4
T363,2025-01-08,D020,Trujillo,Arequipa,-8.07476,-78.90692,-16.46266,-71.56498,1226.77,12.6,0.07,485,61.8,25.28,296.9
T364,2025-01-08,D024,Ica,Puno,-13.98274,-75.69715,-15.79787,-70.05656,638.82,16.8,0.83,423,67.4,9.56,202.7
T365,2025-01-08,D026,Puno,Trujillo,-15.82177,-70.00046,-8.02091,-79.06801,1312.95,7.5,0.75,669,38.5,41.07,459.5
T366,2025-01-08,D003,Ica,Cusco,-14.07849,-75.78231,-13.60077,-71.88916,423.67,6.2,0.4,661,50.3,7.91,134.7
T367,2025-01-08,D005,Trujillo,Lima,-8.13124,-79.08844,-12.04574,-76.9784,492.75,18.8,0.59,285,38.4,14.08,190.4
T368,2025-01-08,D016,Puno,Cusco,-15.91205,-70.00004,-13.56382,-71.94268,334.38,16.6,0.77,672,62.1,5.1,110.2
T369,2025-01-08,D026,Tacna,Chiclayo,-17.93593,-70.24738,-6.84433,-79.89436,1617.02,9.5,0.33,120,51.1,36.59,391.3
T370,2025-01-08,D003,Lima,Tacna,-12.0722,-77.08723,-18.03032,-70.16223,995.6,9.8,0.86,166,34.1,31.23,298.6
T371,2025-01-08,D026,Lima,Puno,-11.97615,-77.05834,-15.8341,-70.00388,873.79,3.1,0.49,114,42.8,20.33,291.2
T372,2025-01-08,D025,Lima,Ica,-12.0691,-77.02931,-14.1714,-75.72366,273.19,3.8,0.68,492,52.0,5.33,97.8
T373,2025-01-08,D033,Lima,Cusco,-12.06618,-77.09747,-13.50045,-71.90943,584.73,25.0,0.54,311,62.9,9.2,210.6
T374,2025-01-08,D007,Cusco,Trujillo,-13.45638,-71.9624,-8.14387,-79.00979,970.04,13.9,0.36,256,55.9,18.2,250.8
T375,2025-01-08,D039,Chiclayo,Tacna,-6.67474,-79.91417,-17.96613,-70.18609,1639.8,16.0,0.46,0,61.6,31.58,420.2
T376,2025-01-08,D001,Lima,Ica,-12.04997,-77.10635,-14.06233,-75.8425,262.32,4.8,0.55,183,47.5,6.86,81.4
T377,2025-01-08,D024,Chiclayo,Tacna,-6.87833,-79.81646,-17.97772,-70.18916,1616.2,22.8,0.59,625,55.7,32.88,528.6
